startup;avaliacao;processado;neutro;positivo;negativo;misto
Neon pagamentos;Achei uma injustiça sem tamanho o CEO falar que banco parceiro fez besteira, quando sabemos que no fundo ele sabia exatamente de tudo. Tanto sabia que a dívida que ele tinha com a FGV foi paga pelos amigos do banco. Fico com pena de algumas pessoas aqui, que ganham uma merreca e que eu sei que nunca vão subir de cargo. Os diretores são um clubinho dos homens, as diretoras mulheres não tem a opinião levada em consideração. Uma hora a ficha cai nas pessoas e as farsas são mostradas;False;;;;
Neon Pagamentos;"Estou trabalhando na Neon há 3 semanas, é pouco mas está sendo uma experiência incrível para mim! Aqui as pessoas tem um espirito de equipe extremamente forte e eu acho isso maravilhoso. Se as coisas estão boas, nós comemoramos e agradecemos, todos juntos. Se as coisas são andam como deveriam e se temos algum problemas, nós solucionamos e nos apoiamos, todos juntos, sempre. Mesmo que o meu papel não seja algo tão operacional nas plataformas, eu sempre estou aqui para dar apoio, independente da área que seja, já levava isso para a vida e aqui utilizo muito. 

A infraestrutura é sem palavras, é um lugar aconchegante que podemos ter contato com todas as pessoas, não temos aquele tipo de restrição comum, que existem em todos os escritórios tradicionais, é muito legal a interação que nós temos e a liberdade no espaço também, isso faz com que o nosso dia-a-dia fique mais tranquilo e saudável, causa menos estresse também. 

Aqui eu consigo ser eu mesma, sem ter que forçar uma personalidade e fingir coisas para agradar outras pessoas, eu consigo desenvolver muito bem o meu trabalho por conta disso, as coisas fluem naturalmente quando você gosta do que faz, gosta das pessoas que trabalham com você e do meio ambiente, sem contar o propósito da empresa no mercado, isso é muito relevante também! ";False;;;;
Neon Pagamentos;"Um sonho virando realidade e não apenas do CEO, mas de muitas pessoas que fazem parte desse processo de construção.

A maioria dos líderes sabe reconhecer que não conhece sobre tudo e está muito disposta a melhorar e aprender!

Uma empresa que tenta ao máximo prezar pelo bem do funcionário, mas sempre equilibrando o impacto que terá para a empresa.

A empresa ainda está trabalhando pra ter uma cultura sólida, mas alguns aspectos já são evidentes: menos mimimi e mais mão na massa; pensar no que precisa ser melhorado e dar sugestão é ""mandatório"", mas reclamar de tudo e de todos sem se mostrar disposto a realmente melhorar aquilo não é bem-vindo; todos os produtos e features são pensados no que é melhor pro cliente; flexibilidade com responsabilidade -> pode chegar mais tarde, ir embora mais cedo, fazer massagem, jogar pebolim, desde que entregue o que se comprometeu.

Passar por esse furacão e voltar ainda mais tarde, só mostra que a empresa está no caminho certo! ";False;;;;
Neoway;"Empresa tem um escritório das áreas técnicas em Florianópolis e dois escritórios comerciais em São Paulo e NY. 

Havia um ambiente com eventuais conflitos entre as áreas de tecnologia/dados/produto, porém nos últimos anos a empresa tem passado por diversas evoluções nos processos, bem como renovando as políticas de RH.

Empresa é basicamente familiar (muita parente na diretoria), mas de maneira geral são todos muito bons profissionais. 

Existe uma preocupação que o desejo por fazer IPO possa dar uma bagunçada nas priorizações de produto e na forma de trabalhar de maneira geral. 
";False;;;;
Nexoos;Empresa não está muito interessada no funcionário. A história de horário flexível não é muito certeira. Estagiários precisam fazer 8 horas. Quem chega depois da 10hrs é visto como sem comprometimento. Quem sai as 18hrs independente do horário que chega é visto igual. Não estão preocupados em reunir o time, engajar ou qualquer outra coisa, estão preocupados em ter mais empresas para crédito e só. Cuidado se você for mulher, ambiente não muito favorável. ;False;;;;
Nibo;Eu gosto bastante do trabalho, mas o salário abaixo da média e a instabilidade são complicadas de se acostumar. Tem época que todo mês sai uma pessoa. É complicado.;False;;;;
Nibo;Eu gosto muito, entrei como estagiário e desde sempre me deram abertura para propor mudanças e executá-las.;False;;;;
Noalvo;Aprendo muito;False;;;;
Nubank;"Possui uma estrutura de fazer inveja a outras startups e não a toa, está se tornando gigantesca. Porém isso tem sido feito a custa de ações que vão contra a cultura que prega, fazendo que o cotidiano seja uma grande contradição e que a quantidade crescente de seus funcionários se torne uma massa de descontentes que fingem amar a empresa fanaticamente, apoiados numa esperança de que as coisas vão melhorar. O Nubank faz apenas o básico para se dizer uma startup e se enquadradar nessa categoria, ao passo de que pega o pior dessa ""cultura disruptiva"" e coloca em prática. Ah, e não espere algo desse tipo ser notícia por ai: eles são ótimos em marketing e em apagar incêndios.";False;;;;
Nubank;"Escritório fantástico e super descolado. CEO faz um discurso maravilhoso no primeiro dia dizendo que te tratará como sócio da empresa... Eai começa a lavagem cerebral onde vão te convencer que o Nubank é mais importante que você. A cultura da empresa prega que o Nubank está acima de tudo e de todos. Se algo for péssimo para você e ótimo para a empresa, não dúvidas que eles escolherão a segunda opção. Eles levam o ""sentimento de dono"" ao pé da letra...

A cultura é bem inclusiva e não admite nenhum tipo de discriminação. Você vai encontrar todo tipo de pessoa por lá (negro, branco, asiáticos, heterossexuais, homossexuais, travestis, almofadinhas, tatuados, etc.), o que é um ponto positivo da empresa. Mas também encontrará as pessoas mais fofoqueiras que eu já vi em toda minha vida. Ninguém vai te discriminar, mas pode ter certeza que falarão mal de você pelas costas.

O ambiente da empresa é meio pesado, há um silêncio sepulcral em alguns momentos do dia (se você estiver longe do pessoal do atendimento). As pessoas são viciadas em trabalho e não gostam de interrupções. A comunicação é feita basicamente via Slack. Aliás, se você usar o Slack no celular, prepara-se para mantê-lo no silencioso para sempre. Não importa o horário do dia, sempre haverá alguém do seu time mandando mensagem.

Se você gosta do sentimento de ser parte de algo maior e realmente acredita que pode fazer a diferença, vá em frente. O Nubank é o lugar perfeito pra você. Se você acha que sua vida é mais importante que qualquer empresa, fuja de lá.";False;;;;
Nubank;Orgulho de trabalhar aqui! Definitivamente o melhor lugar do Brasil com nível internacional. Cultura fortíssima que permanece e guia a empresa. É uma das empresas mais horizontais que já trabalhei, com pouca rigidez nas estruturas organizacionais, o que faz com que você aprenda muito com liberdade e autonomia, além de facilitar a execução rápida dos projetos e dá mais autonomia para criação e inovação. O ambiente/escritório estimula ainda mais a motivação de trabalhar no Nu! ;False;;;;
Nubank;O escritório é muito bom, as pessoas são altamente qualificadas, os projetos são muito interessantes e tem um impacto grande, além de vários benefícios no escritório como: área de jogos e de lazer, redes, poder levar o cachorrinho. ;False;;;;
Nubank;A empresa tem uma cultura excelente, que faz com que os funcionários sejam colaborativos uns com os outros e com que aprendam entre si. Também, não existe exposição de hierarquia, todos são tratados igualmente.;False;;;;
Nubank;Me sinto em casa trabalhando no Nubank. O ambiente de trabalho é excelente, todo o material que recebemos para trabalhar é de alta qualidade, os fundadores são super abertos e nos motivam muito a evoluir como pessoal e profissional. Tirando isso, nosso ambiente de trabalho é pet friendly, com muita diversidade e tem várias salas que nos possibilitam buscar silencio, estudar, relaxar, meditar e etc... É um prazer assistir a evolução da Startup tão de perto e da um frio na barriga a sensação de fazer parte desse crescimento e saber que ainda temos muito a conquistar. ;False;;;;
Nubank;"A empresa já tem mais de 1k pessoas, mas a vibe startup segue bem forte. A correria é intensa, e as coisas acontecem MUITO rápido. Em um mês, você sente que a empresa mudou muito e é preciso ter pique para conseguir se adaptar. No começo rola muita síndrome de impostor: você trabalha do lado de um monte de gente que fez Stanford, Harvard, e se sente uma fraude total. Mas nunca trabalhei em um lugar que me desafia tanto, e onde as pessoas estão sempre dispostas a ajudar. A única coisa que irrita mesmo é a atitude de uma parte dos funcionários, que nunca teve experiência profissional e reclama de TUDO (quando tem comida, reclama que não tava boa; quando tem festa, reclama, e por ai vai).";False;;;;
Nubank;Vemos aqui como o pessoal de relações públicas trabalha. A alienação da realidade e essa insistência em forçar que aqui é um ambiente ótimo, que a 'cultura' é sensacional, que isso não é igual absolutamente qualquer outro banco ou empresa que te suga enquanto te dá besteiras como piscina de bolinhas, happy hour...;False;;;;
Nubank;Tem muito trabalho mas o ambiente é bom para aprendizado e conta muito no CV hahah;False;;;;
Nubank;"Nunca me senti tão acolhido em um lugar. Sempre ouvi dizer que lá você podia ser você mesmo, e nunca acreditei, achei que fosse papinho. Mas não, entrando lá eu nunca senti minha individualidade tão respeitada (e consequentemente passei a respeitar mais a dos outros).
As pessoas são super inteligentes - o que dá um desespero no começo - mas também são muito dispostas para ajudar. Muita gente engajada em fazer o melhor. 
O único problema é que algumas coisas estão ficando muito processuais e sinto que a empresa está perdendo o ritmo acelerado de startup. Alguns fundadores também ainda querem se envolver muito no dia a dia, o que deixa as coisas um pouco mais lentas.
Tem cobrança? Muita. Não é um lugar para quem gosta de ficar acomodado.";False;;;;
Nubank;Melhor empresa que já trabalhei.  ;False;;;;
Nubank;"Li em um comentário anterior que as pessoas reclamam de TUDO!
Em um ambiente onde somos cobrados a sermos os MELHORES do mercado, devemos sim cobrar a MELHOR retribuição, o que a empresa tem falhado e muito nisso. 

Sem um reajuste do VR já tem 2 anos, e o preço da comida na região só aumenta. Não temos VA. 

Quando falam de salários de um Customer Experience, falam que pagam a ""Média do mercado"".  Só que se esquecem que o que eles cobram dessa posição não existe no mercado. 

Um ""Xpeer"" atende Telefone, Chat e E-mail. Muitas vezes por mais de um canal ao mesmo tempo. 
A quantidade de tickets por Xpeer, tende a ser muito superior do que o mercado atende. 
Sem contar as outras atividades que não são desenvolvidas em outras empresas nessa função, um Xpeer tem contato direto com Engenheiro, Designer BA...esses contatos sempre ajudamos no desenvolvimento de produtos, processos...
Você não vê isso num atendente da ""média do mercado"", o que torna a comparação salarial totalmente injusta. 

Um local com ótima oportunidade para aprender e se desenvolver profissionalmente, mas saiba que vai encontrar diversas injustiças como ditas nos outros comentários. 
Como diversos gestores não tem experiencia anterior, acabam promovendo apenas seus próximos. 

No lugar de darem um jeito na gestão, acredito que por questões de afinidade, preferem perpetuar esse problema apesar dos diversos relatos, sejam aqui ou no Lovemondays. 

Então sim, num lugar em que nos COBRAM MUITO, devemos EXIGIR um retorno por isso. Seja na qualidade da comida que servem, no salário, no VR, na bebida do HH... 
";False;;;;
Nubank;É nítido que as pessoas que amam a empresa e a consideram o melhor lugar do mundo nunca tiveram uma grande experiência como essa. Porém, permanecem acomodadas sem perceber o quanto ainda estão sendo desvalorizadas e como o mercado os reconhece como profissionais de excelência. ;False;;;;
Nubank;Vamos ser sinceros? Tem uma diferença considerável na qualidade de vida de quem é Xpeer e no restante da empresa. Quem reclama, com razão, quase sempre é atendimento. Precisa revolucionar isso também.;False;;;;
Nubank;A empresa se esforça pra montar uma grande imagem, enquanto do lado de dentro já teve casos de assédio sexual e enfrenta processos por ter acobertado isso. Os atendentes são subvalorizados e os tentam comprar com mimos ridículos.;False;;;;
Nubank;De fora parece muito melhor que dentro até pq o Nubank é especialista nisso. A primeira impressão é ótima mas aos poucos você vai descobrindo a verdadeira face da empresa. Não valorizam as pessoas e todo mundo trabalha dentro de uma bolha. Existe casos de assédio além de colegas malucos e ativistas. Fuja.;False;;;;
Nubank;Esfolam o funcionario e ficam de mimimis no atendimento. Realmente o atendimento é bom, mas todo mundo é muito descartável na Nu. Fazem lavagem cerebral pra vc achar a empresa mais importante que sua vida.;False;;;;
NuBank;O NuBank tem a melhor estrutura que já trabalhei, desde o primeiro dia me senti super bem recebida tanto pelas pessoas do time quanto do resto da empresa, adoooro o fato das pessoas poderem levar seus pets pro trabalho, o ambiente é sensacional, e o incentivo para crescer tanto profissionalmente quanto pessoalmente é incrível, me sinto uma profissional mais completa agora. Porém nem tudo são flores, acho que o trabalho seria muito mais proveitoso se a minha VP trabalhasse no mesmo modelos dos outros dentro da empresa, não entendo o pq dessa diferença de liderança, isso torna o dia-a-dia meio desgastante as vezes, além do que, o tratamento que ela tem conosco é muito destoante do resto do pessoal, mas são coisas que eu espero que mudem. Isso a parte, a empresa é maravilhosa e sinto que a minha vida melhorou bastante desde que vesti a camisa roxa! Hahaha;False;;;;
Nubank ;Monte de babaca fazendo uma empresa de merda. ;False;;;;
Nubank ;"A empresa tem como base a ZAPPOS. Se diz uma empresa de ATENDIMENTO. Prega sobre o fanatismo na marca e tudo devido ao atendimento. mas tratam seu atendentes como descartáveis. Pessoas super qualificadas não são levadas a sério. MUITO NEPOTISMO. Se vc é irmão de alguém, namora alguém, é primo, cunhado, amigo etc de alguém, vc está "" bem na fita"" infelizmente o Nubank foi criado por indicações (como muitas startups, ok) mas lá as coisas são tão escancaradas que já houve MUITAS denúncias de pessoas sendo promovidas com parentes, etc.... enfim, não recomendo principalmente pelo momento, vc já perdeu todo o encanto da coisa, vc será apenas mais um com mais de 1000 funcionários, quando entrei tinha poucos então todos faziam a diferença, hj já não mais....";False;;;;
Nuvem Shop;"Infraestrutura muito boa no escritório, computadores, tudo top.
Bastante liberdade para trabalhar da forma como você achar melhor, desde que traga um resultado compatível com o que se espera de você. Não ficamos horas intermináveis trabalhando, a não ser que você queira e isso pode te fazer crescer mais rápido.
Cultura de muita transparência, valorizam bastante pessoas que são sinceras e falam o que pensam.
Tem algumas coisas da cultura que são bem diferentes dependendo da equipe, acho que a comunicação ainda não consegue alcançar a todos.
Está crescendo muito rápido e isso acaba dificultando a questão da comunicação, mas está melhorando.";False;;;;
Nuvem Shop;"Prós - Ambiente cool e infraestrutura excelente. Boa oportunidade de crescimento na maioria das áreas. Ambiente meritocrático que valoriza quem está disposto a crescer junto com a empresa.

Contras - Founders que se acham deuses, mimados, nunca tiveram experiências profissionais anteriores e comandam a empresa com base em artigos do Medium. Dificuldade extrema de ouvir o que os colaboradores falam internamente, mas basta vir alguém de fora falando a mesma coisa que eles decidem implementar e acham que é a oitava maravilha do mundo. Áreas mudam de foco de 15 em 15 dias, falta tempo e paciência para que os projetos realmente deem resultado. RH é confuso, inventa uns valores nada a ver para a empresa e contratam (ou deixam de contratar) pessoas com base nesses valores. Perdemos muitas pessoas boas com base na filosofia inventada pelo RH que acha que faz uma diferença incrível na empresa, mas que no fundo todo mundo acha que é uma piada.";False;;;;
Octadesk;"Trabalhar na Octadesk é uma experiência única! Além de contar com um ambiente totalmente colaborativo, com profissionais de alto nível que realmente te ajudam, todos os gestores e colegas te incentivam a ser cada vez melhor e te dão condições para fazer isso!
O feedback aqui é constante e a infraestrutura é ótima! Além de ter um salário condizente com o que o mercado pratica. ";False;;;;
Olist;Ótima empresa para se trabalhar, gestores competentes, equipes engajadas, excelente estrutura e oportunidade de crescimento. Antes de trabalhar lá, eu trabalhei em algumas agências da cidade, saí do inferno para o paraíso chamado Olist <3;False;;;;
Olist;Tem pontos positivos como ambiente descontraído, não tem dress code e o horário é flexível. Tem banco de horas , então não paga hora extra (bom ou ruim dependendo do que você prefere). Para todos os programadores e para alguns gerentes de produto aceita trabalho remoto também e só contrata CLT. O time todo é muito jovem, até os gerentes. A remuneração é abaixo do que o mercado (incluindo startups) paga, menos para programadores e gerentes (salário na média ou acima do que o mercado paga considerando Curitiba e região sul). Também tem poucos benefícios. Todos os gerentes tem pouca experiência (a maioria está gerenciando pela primeira vez e alguns já deveriam ser experientes mas parece a primeira vez também). O RH é bem atrapalhado e amador. A empresa só patrocina curso pra gerentes. Nesse ponto, precisa melhorar. Os únicos com mais experiência são os programadores. Boa empresa para um primeiro emprego e está crescendo sempre.;False;;;;
Olist;Ótima empresa para crescer. O CEO é acessível e transparente com as informações. Cobra bastante resultado, mas tudo dentro do horário de trabalho. Os gestores não tem medo de mudar processos para otimizar o trabalho e alcançar as metas. Horas flexíveis, ambiente leve e time engajado atrás dos objetivos da empresa. Salário podia ser melhor e o RH podia procurar se atualizar com bons exemplos do mercado nacional e internacional.;False;;;;
Olist;"A empresa está em FRANCA verticalização; o que antes aparentava uma empresa horizontal e moderna está aos poucos se tornando uma empresa mais preocupada com o treinamento contínuo dos seus gestores (chamados de líderes) do que com o resto dos funcionários, principalmente em uma área sensível como tecnologia. A equipe de tecnologia é forte e cada vez mais plural. Atraída pela possibilidade de trabalhar remoto para ficar mais próximo da família, não precisar morar em grandes centros, etc. Mas é mal remunerada se comparado com o mercado de trabalho da grandes cidades. O reconhecimento, quando vem, é tardio e não existe horas extras pagas para os remotos. Não se conversa sobre aumentos, bônus, participações em lucro, nada. Cobram um sentimento de dono coletivo, mas não dividem os lucros. Acreditam cegamente que é um bonus o trabalho ser remoto. O RH é simplesmente não funciona; É totalmente perdido no que compele as suas funções mais básicas, o mesmo preocupa-se mais com fantasias (para o estágio atual da startup) de Great Places To Work ou avaliações no LoveMondays sendo que é dependente da ajuda de outros gestores para executar seu trabalho. Mesmo assim, ->ainda<- continua sendo uma boa empresa para se trabalhar. Se posso dar conselho aos diretores: invistam mais nas pessoas que já estão na casa, demonstrem reconhecimento contínuo, não usem o crescimento como muleta para o distanciamento e verticalização, melhorem o pacote de benefícios, pensem em bônus como premissa ao reconhecimento e não camisetas vendidas(!!!) e se pretendem alcançar o objetivo de contratações estipulados, olhem com mais carinho para o RH.";False;;;;
Olist;Está sendo uma das minha melhores experiências de trabalho como developer. A gerência tenta ser horizontal e ouvir os developers. Temos autonomia para decidir as prioridades e como trabalhar. O nível técnico é médio/alto, e o produto é bem-feito. O salário é acima do valor de mercado. Os developers são extremamente colaborativos, primeira vez que não tenho que pedir reviews de código: as pessoas fazem por conta própria. A gerência se importa com balanço de trabalho/vida, e diz explicitamente que não é para trabalhar mais de 8h por dia, ou para se sobrecarregar com trocentas tarefas ao mesmo tempo. Além de tudo, o trabalho é remoto e com horário flexível.;False;;;;
Omiexperience;Que lugar amigos, ego (muito) metas (muitas), desorganização, molecagem, não tem férias, não tem apoio, não tem almoço. Mas tem um vídeo game e álcool, tinha gente vendo pornografia e muito preconceito também. Lugar ideal para pessoas medianas e habituadas a enriquecer o ~çi~ dos outros as custas da sua própria saúde, física e mental.;False;;;;
OMOTOR;Muito trabalho mas é bem gratificante poder participar da construção de um produto podendo dar idéias e debater o futuro da Startup;False;;;;
Ondaweb;"É um ótimo lugar para ver sua carreira indo pelo ralo. Com um sistema que vai extremamente contra as leis trabalhistas.

Paga R$ 700 (já vi pagar 400) por mês para os funcionários trabalharem sem registro por 6 e até 8 horas por dia e deste valor a pessoa ainda tem que tirar o vale transporte e refeição. Os funcionários acabam tendo que sobreviver de freelas dentro da própria empresa, que por si só é pouco. O dono quer pagar R$ 600 por sites completos e só quer saber de ganhar dinheiro em cima de quem precisa.

A empresa fornece um serviço de suporte porco aos clientes e não valoriza nem quem está há anos lá dentro. O gerente é um incompetente e vive no mundo das cavernas. O dono só sabe ir em eventos pra encher o peito e falar de inovação, mas o que poucos sabem é que lá dentro é mais arcaico que empresas legadas. É de dar nojo com o dono falando que tem que ""tocar com prioridade"" os projetos. Ele quer TODOS os projetos com prioridade.

Clientes: EVITEM
Trabalhadores(as): EVITEM";False;;;;
Outbound Marketing REEV;"A experiência é extremamente positiva. Desde que entrei, tive todo o suporte no meu longo treinamento e, quando comecei a ter contato real com os clientes, o amparo das pessoas seniors da empresa se fez fundamental.
Tenho um ambiente que gosto muito somado a um trabalho que vejo valor e pelo qual sou reconhecido.";False;;;;
Outbound Marketing REEV;É uma experiência nova, ambiente mais descontraído e flexível, o que exige maior comprometimento do colaborador, mais responsabilidade. Quanto a estrutura, tende a ser com uma hierarquia mais horizontal, o que torna maior o aprendizado e interação entre diferentes áreas. ;False;;;;
Outbound Marketing REEV;Poucas vezes eu vi uma empresa com gente tão boa entornar o caldo assim. Os sócios brigaram pq um deles começou a namorar a estagiária, que virou head de canais e nunca conseguiu fechar um. A Patroa gastava mais tempo chorando no banheiro por causa das brigas do casal que trabalhando. Todo mundo recebia uma merreca e mesmo assim entregava resultado, até ficarem de saco cheio da arrogância do casal fracasso e pedirem demissão. Não demora e acaba. ;False;;;;
Outbound Marketing REEV;A empresa tem alguns problemas, mas no geral o balanço é positivo. Ambiente de muito aprendizado, gente foda e crescimento profissional acelerado. Sinto que consigo realmente fazer parte da construção do negócio.;False;;;;
Outbound Marketing REEV;Claramente é uma empresa para deixar o CEO rico. Eu odiava enganar o cliente vendendo um sonho e sabendo que aquilo nunca iria ser entregue. Sua VP de vendas era estagiaria até pouco tempo, acho que ela tem um  caso com alguém da diretoria. O CEO parece um avatar do Lazy Town. Odiei trabalhar lá, eu ganhava muito, muito mal mesmo.;False;;;;
Outbound Marketing REEV;Empresa com excelentes profissionais, porém com uma liderança fraca. CEO preguiçoso, que não gera resultado, não trabalha e tem problema de autoestima. ;False;;;;
Outbound Marketing REEV;Sou recente na empresa e o saldo é positivo. Os times interagem bem e há um diálogo franco e aberto a quem gosta de participar. As entregas são negociadas e quando não acontece, é revisto e negociado para melhorias futuras. A abordagem usada aqui seria a mesma abordagem que eu teria se tivesse uma empresa. O ambiente é divertido e as pessoas são comprometidas. Absolutamente, super recomendo!;False;;;;
pacify- Soluções consensuais;Trabalhar em um ambiente de chefia difusa gera um acirramento de egos e problemas que nunca experimentei trabalhando em empresas tradicionais. É muito comum que hajam diferentes níveis de participação e comprometimento dentro da estrutura.;False;;;;
Pag;Empresa com cara de startup mas no fundo ainda mantém as velhas tradições fordistas, toda a coordenação é formada por um grupos de velhos e o CEO tem os objetivos tão pequenos quanto ele. Praticamente a empresa força a vc ser quem não é, te obrigando assumir uma identidade coletiva, praticamente enfiando goela a baixo. Por isso que as movimentações financeiras dos clientes vivem sumindo, pois a equipe de back-end é formada por palermas, sempre passando as responsabilidades entre eles, solução nenhum. A porra do ar condicionado nem funciona, pra compensar eles ficam dando açaí de graça e cerveja.;False;;;;
Pagar.me;Cobra muito e paga pouco. Não paga hora extra apesar de obrigar fazer. Os gestores não tem a menor condição de conduzir uma empresa;False;;;;
Pagar.me;Muito céu pra pouca estrela. É uma empresa onde os donos são novos e extremamente arrogantes, mas sem a capacidade de liderar uma empresa. Todas as pessoas são pagas cerca de 1/3 do seu valor de mercado. As entrevistas consistem em vários tipos de humilhação e abuso moral. O dia a dia na empresa exige que você faça hora extra mas não paga a mais por isso. Ambiente tóxico e hostil.;False;;;;
Pagar.me;"Quando uma empresa decide aplicar o método de Holacracia começando por o gestor de desenvolvimento basicamente chegar numa tarde e dizer ""Não sou mais seu gestor! Deem seus pulos para se organizar, não me peçam mais nada"" (mas continuou ganhando o salário de gestor, claro, né) pode imaginar que é a empresa é uma bagunça. O mesmo ""líder de desenvolvimento"" que faz questão de se intitular como ""o pior dev entre o time"" mas também fala que odeia gerir. 
Esse é quase o retrato da liderança, cheio de ""humildões"", todos espelhados no Totem da Cultura Pagar.me™. 
Se criou uma cultura tóxica, de muita cobrança ""velada"" e pouco retorno. A parceria de Desenvolvimento e People Ops só funciona para contratar, pq para realmente cuidar das pessoas, não existe. ";False;;;;
Pagar.me;"A parte boa é o que os sócios tem boas intenções, time jovem, dinâmico.

Parte ruim, é que paga mal, é mais propaganda pra enaltecer os sócios do que é de fato. Fiquei triste , pq indiquei uma pessoa pra trabalhar lá, o cara ótimo, já tinha ganho vários prêmios na área ele, e na real, chegando lá, os meninos se achando malandros ficaram tentando sugar o conhecimento do cara, sem querer contratar ele. Meu amigo me contou a experiência foi péssimo! Acham que são malandros...";False;;;;
Pagar.me;"Vamos falar um pouco da pagar.me, os salários estão abaixo da média, que é o único ponto baixo, mas eles tem consciência disso e está acontecendo um processo absurdo de foda para melhorar as condições e a turma ter plano de carreira, ou seja, toda a carreira até o topo terá um howto de como chegar lá com seu salário equivalente.
Muitos processos amadurecendo como toda startup e toda empresa que cresce muito rápido, mas lá aprendi a valorizar muito o que nós gerimos, o dinheiro do cliente!!! 
cuidamos praticamente uma a uma, monitoramos a ponto de dar feedback pro cliente de um problema que ele nem sabia que estava provocando, e o melhor é tudo coletivo, todos participam e todos querem participar, é nossa cultura! Problemas ? temos um monte pra resolver, mas você tem duas decisões pra tomar, ou levanta a mão e fala que quer resolver, ou reclama dele … se você quer resolver meu amigo, lá o céu é o limite que todo mundo vai te colocar pra cima. Fica uma frase de lá que levo pra vida… Uma idéia boa pode ser destruída por pessoas ruins, mas uma idéia ruim pode ser melhorada por pessoas boas!
";False;;;;
Pagar.me;Uma empresa que está aprendendo e lidando com dores de crescimento. Apesar disso, tem um ambiente incrível que incentiva a todos trazerem soluções que envolvem tecnologia para resolver problemas do dia a dia. Experiencia fantástica para quem quer trabalhar com tecnologia!;False;;;;
Pagar.me;Ambiente bacana, salário abaixo do mercado, falta organização.;False;;;;
Pagar.me;Desafio e humanidade, é isso que resume a empresa pra mim. O salário está sim abaixo da média, mas compensa pelo resto. Ambiente agradável, pessoas simpáticas, e a empresa bate forte em você dar sua opinião e não enrolar. Das poucas empresas que já passei, essa é sem dúvida a melhor. Minha opinião é ouvida, se tenho problemas pessoais, posso resolvê-los, sem problema, e em questão de tecnologia, também não ficam atrás. Sempre é possível sugerir algo ou trocar algo que já existe.;False;;;;
Paggcerto;"Experiência negativa, pois os donos se dizem abertos a mudanças, a novos pensamentos, mas o discurso não sai do mundo das ideias. A gestão é carente de comunicação. As informações não são repassaras de forma aberta, nem para todos. A infraestrutura ainda é precária, com máquinas defasadas, ambientes sem climatização, há carência de softwares. Embora não haja liberdade para se tentar novas abordagens, como a utilização de metodologias de gestão ágil, nem de se trabalhar de acordo com design thinking, em contrapartida, a exigência é desproporcional. Não se permite realizar testes com usuários ou pesquisa de campo, por exemplo, com discursos vindos dos donos de que ""todas as respostas estão na internet"".";False;;;;
Peixe Urbano;Empresa descontraída e desorganizada, ninguém se fala, cada um faz o que quer e no final tudo sempre fica uma merda. Mas parece que dá certo. ;False;;;;
Phooto;Como toda startup, processos ainda estão em construção e não há total organização e claridade de tudo. Pra quem gosta de trabalho e acredita na meritocracia, o ambiente é ótimo e permite muito desenvolvimento de carreira;False;;;;
PicPay;"Já foi uma empresa MUITO boa, mas a organização não acompanhou o crescimento desacerbado. Os fundadores não sabem o que querem e às vezes dão ordens burras. Ninguém vê a cara do CEO, afinal ele só anda com um grupinho de 5 jovens com ego inflado que se intitulam ""growth"", que ganham mais que a maioria da empresa, mas que não se vê tanta competência assim. Lástima. Na parte do relacionamento/atendimento, vê-se muita pressão em cima das atendentes (maioria mulheres numa gestão masculina. piada), demissões injustificáveis de ""fit"" ou ""performance"", sendo que as colegas nem sempre concordavam. Pessoas em posições mais altas sem noção alguma de gestão, apenas porque são mais antigas ou gostam de aparecer. No desenvolvimento, há uma grande desorganização, manda e desmanda e há uns dois que mandam na porra toda e tomam decisões aleatórias que o resto tem que abaixar a cabeça e aceitar. ";False;;;;
PicPay;Tem uns probleminhas como toda startup tem, mas muito boa. Bem promissora.;False;;;;
Picpay;Empresa começou super bem, depois virou só mais uma empresa que pode andar de bermuda. Gestão burra com orientações que não ajudavam em nada. Gestão de desenvolvimento é uma piada, gestora de projeto que só se preocupava em mudar as pessoas de lugar e organizar 'festinha', sem competência necessária para organizar times e ajudar na busca de informação. CEO que não existe e/ou não saber o que é ser um CEO. Paga-se mal, palavrões constantes, sem respeito.;False;;;;
